batch_id,time_step_min,raw_material_purity_coa,T_reactor,T_jacket,delta_T,agitator_torque,headspace_pressure,H2_flow_rate,cooling_water_flow,shift_note,anomaly_flag
18,0,98.825,56.1,18.4,37.7,594.2,6.06,0.0,17.787,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,73,98.825,114.3,16.9,97.4,631.1,9.86,1.32,46.639,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,74,98.825,114.3,16.8,97.5,632.9,9.87,1.33,46.667,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,75,98.825,114.2,16.8,97.4,635.9,9.87,1.28,46.654,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,76,98.825,114.2,17.0,97.2,643.2,9.89,1.31,46.671,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,77,98.825,114.2,17.2,97.0,644.1,9.82,1.3,46.647,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,78,98.825,114.1,17.1,97.0,643.1,9.9,1.29,46.715,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,79,98.825,114.2,17.0,97.2,644.3,9.92,1.29,46.687,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,80,98.825,114.2,16.9,97.3,646.1,9.89,1.31,46.658,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,81,98.825,114.3,16.7,97.6,647.9,9.9,1.32,46.69,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,82,98.825,114.2,16.8,97.4,650.2,9.93,1.36,46.678,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,83,98.825,114.2,16.6,97.6,648.4,9.92,1.36,46.702,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,84,98.825,114.3,16.5,97.8,651.3,9.92,1.36,46.727,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,85,98.825,114.2,16.4,97.8,646.3,9.92,1.33,46.709,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,86,98.825,114.1,16.4,97.7,644.0,9.97,1.31,46.691,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,87,98.825,114.0,16.3,97.7,649.5,9.98,1.36,46.695,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,88,98.825,114.2,16.6,97.6,649.6,9.96,1.39,46.674,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,89,98.825,114.2,16.5,97.7,647.7,9.97,1.45,46.649,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,90,98.825,114.2,16.3,97.9,645.3,9.95,1.34,46.674,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,91,98.825,114.3,16.2,98.1,647.7,9.93,1.36,46.7,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,92,98.825,114.2,16.1,98.1,644.7,9.91,1.33,46.649,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,93,98.825,114.3,16.0,98.3,646.2,9.98,1.35,46.665,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,94,98.825,114.3,16.0,98.3,647.4,9.9,1.3,46.681,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,95,98.825,114.2,15.9,98.3,647.5,9.92,1.3,46.676,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,96,98.825,114.1,15.9,98.2,650.0,9.97,0.0,46.669,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,97,98.825,110.3,16.1,94.2,649.5,10.0,0.0,44.873,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,98,98.825,106.8,16.0,90.8,651.2,9.98,0.0,43.159,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,99,98.825,103.6,16.0,87.6,653.5,10.0,0.0,41.569,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,100,98.825,100.4,16.1,84.3,652.7,9.96,0.0,40.117,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,101,98.825,97.3,16.0,81.3,658.0,9.93,0.0,38.708,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,102,98.825,94.6,16.0,78.6,660.4,9.88,0.0,37.371,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,103,98.825,91.9,16.0,75.9,660.0,9.92,0.0,36.175,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,104,98.825,89.5,16.2,73.3,657.4,9.85,0.06,34.964,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,105,98.825,87.3,16.2,71.1,654.0,9.87,0.0,33.863,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,106,98.825,85.1,18.1,67.0,654.5,9.84,0.0,31.925,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,107,98.825,83.2,18.2,65.0,657.4,9.84,0.0,30.935,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,108,98.825,81.3,18.2,63.1,660.3,9.82,0.0,30.08,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,109,98.825,79.5,18.3,61.2,656.6,9.88,0.0,29.21,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,110,98.825,77.8,18.3,59.5,654.9,9.87,0.0,28.438,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,111,98.825,76.1,18.2,57.9,653.5,9.91,2.89,27.663,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,112,98.825,76.8,18.5,58.3,651.1,20.05,2.61,27.978,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,113,98.825,77.5,19.0,58.5,649.2,19.98,2.63,28.274,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,114,98.825,78.2,18.8,59.4,646.8,20.02,2.68,28.649,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,115,98.825,78.8,18.8,60.0,648.9,20.06,2.67,28.941,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,116,98.825,79.5,18.7,60.8,647.9,20.02,2.65,29.228,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,117,98.825,79.9,19.0,60.9,643.0,20.06,2.68,29.416,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,118,98.825,80.6,18.8,61.8,643.0,20.05,2.64,29.703,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,119,98.825,81.2,18.9,62.3,648.9,20.03,2.61,29.918,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,120,98.825,81.7,19.0,62.7,650.3,20.08,2.61,30.136,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,121,98.825,81.9,18.9,63.0,650.4,20.1,2.63,30.249,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,122,98.825,82.2,18.9,63.3,651.7,20.04,2.68,30.44,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,123,98.825,82.5,18.9,63.6,654.8,20.03,2.66,30.595,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,124,98.825,82.5,18.9,63.6,654.1,20.05,2.57,30.614,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,125,98.825,82.7,18.8,63.9,655.1,20.04,2.6,30.707,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,126,98.825,82.8,18.8,64.0,655.9,20.07,2.67,30.743,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,127,98.825,82.8,18.9,63.9,656.8,20.07,2.64,30.725,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,128,98.825,82.7,19.0,63.7,660.3,20.11,2.68,30.691,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,129,98.825,82.6,19.0,63.6,664.5,20.09,2.68,30.692,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,130,98.825,82.5,18.9,63.6,664.0,20.1,2.65,30.674,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,131,98.825,82.3,18.8,63.5,662.1,20.1,2.69,30.571,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,132,98.825,82.2,18.8,63.4,665.7,20.13,2.77,30.471,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,133,98.825,82.0,18.9,63.1,666.8,20.14,2.83,30.353,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,134,98.825,81.8,18.8,63.0,669.0,20.17,2.8,30.224,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,135,98.825,81.4,18.8,62.6,667.5,20.18,2.75,30.051,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,136,98.825,81.2,18.5,62.7,669.9,20.17,2.78,29.948,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,137,98.825,80.9,18.6,62.3,671.5,20.22,2.74,29.716,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,138,98.825,80.4,18.7,61.7,672.1,20.16,2.67,29.525,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,139,98.825,80.0,18.7,61.3,668.8,20.15,2.7,29.338,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,140,98.825,79.5,18.8,60.7,665.2,20.1,2.68,29.028,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,141,98.825,78.8,18.5,60.3,666.0,20.11,2.66,28.874,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,142,98.825,78.4,18.5,59.9,669.2,20.06,2.67,28.578,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,143,98.825,77.9,18.4,59.5,666.3,20.1,2.6,28.324,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,144,98.825,77.3,18.5,58.8,666.1,20.12,2.65,28.097,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,145,98.825,77.0,18.6,58.4,666.7,20.07,2.65,27.87,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,146,98.825,76.5,18.6,57.9,666.4,20.07,2.71,27.541,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,147,98.825,76.0,18.2,57.8,666.5,20.08,2.73,27.37,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,148,98.825,75.4,18.4,57.0,669.7,20.07,2.73,27.063,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,149,98.825,74.8,18.3,56.5,670.1,20.03,2.62,26.827,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,150,98.825,74.2,18.2,56.0,671.6,20.05,2.68,26.57,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,151,98.825,73.7,18.2,55.5,671.2,19.96,2.78,26.291,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,152,98.825,73.3,18.2,55.1,668.6,19.87,2.75,25.97,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,153,98.825,72.6,18.1,54.5,664.6,19.84,2.73,25.755,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,154,98.825,71.9,18.2,53.7,668.1,19.87,2.64,25.481,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,155,98.825,71.4,18.3,53.1,667.6,19.85,2.69,25.257,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,156,98.825,70.9,18.4,52.5,663.3,19.88,2.67,25.004,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,157,98.825,70.3,18.5,51.8,664.6,19.87,2.67,24.759,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,158,98.825,69.8,18.3,51.5,662.7,19.9,2.71,24.535,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,159,98.825,69.3,18.1,51.2,662.9,19.92,2.67,24.267,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,160,98.825,68.7,18.2,50.5,665.6,19.9,2.67,24.016,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,161,98.825,68.2,18.4,49.8,667.4,19.98,2.69,23.773,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,162,98.825,67.8,18.5,49.3,669.1,19.98,2.66,23.582,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,163,98.825,67.3,18.4,48.9,667.3,20.01,2.68,23.415,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,164,98.825,66.8,18.6,48.2,668.0,19.98,2.7,23.191,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,165,98.825,66.5,18.8,47.7,667.1,19.94,2.62,22.986,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,166,98.825,66.0,19.0,47.0,664.4,19.96,2.62,22.8,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,167,98.825,65.8,19.2,46.6,664.8,19.95,2.65,22.552,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,168,98.825,65.4,19.3,46.1,661.8,19.94,2.69,22.38,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,169,98.825,65.1,19.0,46.1,659.4,19.99,2.77,22.229,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,170,98.825,64.8,19.0,45.8,664.4,19.96,2.72,22.009,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,171,98.825,64.4,19.0,45.4,667.1,19.99,2.75,21.864,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,172,98.825,64.0,18.6,45.4,662.3,20.0,2.78,21.713,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,173,98.825,63.6,18.9,44.7,664.9,20.01,2.78,21.513,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,174,98.825,63.5,18.9,44.6,663.3,19.98,2.78,21.371,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,175,98.825,63.2,18.8,44.4,663.7,20.0,2.76,21.232,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
