batch_id,time_step_min,current_step_id,raw_material_purity_coa,vessel_weight_kg,T_reactor,T_jacket,delta_T,agitator_torque,headspace_pressure,H2_flow_rate,cooling_water_flow,shift_note,anomaly_flag
87,0,1,98.404,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,28,2,98.404,1152.0,25.4,24.7,0.7,151.9,1.05,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,29,2,98.404,1240.6,25.5,24.8,0.7,152.8,1.03,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,30,2,98.404,1329.2,25.5,24.9,0.6,150.5,1.02,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,31,2,98.404,1417.8,25.4,25.0,0.4,149.0,0.99,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,32,2,98.404,1506.4,25.6,24.9,0.7,150.2,0.99,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,33,2,98.404,1595.0,25.7,24.9,0.8,149.9,0.94,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,34,2,98.404,1683.7,25.6,25.0,0.6,154.2,0.89,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,35,2,98.404,1772.3,25.6,25.1,0.5,156.3,0.89,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,36,2,98.404,1860.9,25.7,25.0,0.7,156.2,0.87,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,37,2,98.404,1949.5,25.7,25.0,0.7,154.0,0.92,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,38,2,98.404,2038.1,25.7,25.1,0.6,153.0,0.94,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,39,2,98.404,2126.7,25.7,24.9,0.8,155.4,0.96,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,40,2,98.404,2215.3,25.6,24.7,0.9,153.4,0.95,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,41,2,98.404,2304.0,25.6,24.7,0.9,151.4,0.94,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,42,2,98.404,2392.6,25.6,24.6,1.0,155.6,0.96,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,43,2,98.404,2481.2,25.6,24.7,0.9,154.5,0.95,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,44,2,98.404,2569.8,25.6,24.6,1.0,156.1,0.96,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,45,2,98.404,2658.4,25.6,24.6,1.0,153.8,0.98,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,46,2,98.404,2747.0,25.6,24.7,0.9,155.1,0.99,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,47,2,98.404,2835.6,25.5,24.7,0.8,152.9,0.99,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,48,2,98.404,2924.2,25.5,24.8,0.7,152.7,0.99,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,49,2,98.404,3012.9,25.5,24.8,0.7,152.5,1.01,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,50,2,98.404,3101.5,25.3,24.7,0.6,152.9,0.99,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,51,2,98.404,3190.1,25.3,24.8,0.5,153.6,0.99,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,52,2,98.404,3278.7,25.3,24.8,0.5,151.7,1.0,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,53,2,98.404,3367.3,25.3,24.8,0.5,150.1,0.96,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,54,2,98.404,3455.9,25.3,24.8,0.5,151.3,0.97,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,55,2,98.404,3544.5,25.3,24.9,0.4,149.9,1.0,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,56,2,98.404,3633.2,25.4,25.0,0.4,149.1,1.05,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,57,2,98.404,3721.8,25.3,25.0,0.3,151.3,1.03,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,58,2,98.404,3810.4,25.3,25.0,0.3,149.7,1.04,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,59,2,98.404,3899.0,25.3,24.9,0.4,149.1,1.05,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,60,3,98.404,3899.0,25.2,24.8,0.4,151.8,1.07,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,61,3,98.404,3899.0,25.2,24.8,0.4,152.2,1.31,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,62,3,98.404,3899.0,25.3,24.8,0.5,151.8,1.56,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,63,3,98.404,3899.0,25.2,24.8,0.4,152.2,1.83,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,64,3,98.404,3899.0,25.1,24.8,0.3,151.2,2.11,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,65,3,98.404,3899.0,25.2,24.7,0.5,153.2,2.43,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,66,3,98.404,3899.0,25.2,24.8,0.4,150.1,2.72,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,67,3,98.404,3899.0,25.0,24.8,0.2,150.6,3.0,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,68,3,98.404,3899.0,25.1,24.8,0.3,148.6,2.81,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,69,3,98.404,3899.0,25.2,24.9,0.3,148.9,2.54,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,70,3,98.404,3899.0,25.1,24.8,0.3,148.7,2.29,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,71,3,98.404,3899.0,25.3,24.9,0.4,152.4,2.0,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,72,3,98.404,3899.0,25.2,24.9,0.3,151.9,1.71,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,73,3,98.404,3899.0,25.3,24.9,0.4,151.2,1.42,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,74,3,98.404,3899.0,25.0,25.1,-0.1,150.0,1.16,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,75,3,98.404,3899.0,25.1,24.9,0.2,148.4,1.15,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,76,3,98.404,3899.0,25.1,25.0,0.1,145.8,1.44,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,77,3,98.404,3899.0,25.1,25.0,0.1,145.4,1.74,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,78,3,98.404,3899.0,25.1,25.0,0.1,147.2,2.02,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,79,3,98.404,3899.0,25.1,25.0,0.1,148.2,2.35,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,80,3,98.404,3899.0,25.0,25.1,-0.1,152.0,2.6,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,81,3,98.404,3899.0,25.1,25.1,0.0,149.1,2.89,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,82,3,98.404,3899.0,24.8,25.2,-0.4,151.1,3.01,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,83,3,98.404,3899.0,24.9,25.3,-0.4,151.6,2.75,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,84,3,98.404,3899.0,25.0,25.2,-0.2,151.7,2.49,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,85,3,98.404,3899.0,24.8,25.2,-0.4,153.1,2.22,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,86,3,98.404,3899.0,24.9,25.1,-0.2,155.6,1.91,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,87,3,98.404,3899.0,24.9,25.1,-0.2,156.2,1.68,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,88,3,98.404,3899.0,24.8,25.0,-0.2,154.7,1.39,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,89,3,98.404,3899.0,24.7,25.0,-0.3,154.0,1.09,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,90,4,98.404,3899.0,24.7,85.1,-60.4,598.4,1.08,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,91,4,98.404,3899.0,25.0,85.3,-60.3,596.2,1.27,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,92,4,98.404,3899.0,25.3,85.3,-60.0,598.0,1.48,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,93,4,98.404,3899.0,25.8,85.4,-59.6,596.8,1.68,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,94,4,98.404,3899.0,26.5,85.5,-59.0,596.6,1.91,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,95,4,98.404,3899.0,27.1,85.6,-58.5,597.4,2.08,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,96,4,98.404,3899.0,27.8,85.5,-57.7,596.6,2.28,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,97,4,98.404,3899.0,28.5,85.6,-57.1,595.0,2.49,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,98,4,98.404,3899.0,29.3,85.6,-56.3,594.1,2.71,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,99,4,98.404,3899.0,30.1,85.6,-55.5,593.3,2.91,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,100,4,98.404,3899.0,31.0,85.6,-54.6,593.1,3.12,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,101,4,98.404,3899.0,32.0,85.6,-53.6,595.8,3.34,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,102,4,98.404,3899.0,33.0,85.6,-52.6,592.8,3.54,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,103,4,98.404,3899.0,33.9,85.7,-51.8,593.2,3.72,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,104,4,98.404,3899.0,34.8,85.5,-50.7,591.1,3.98,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,105,4,98.404,3899.0,35.8,85.5,-49.7,589.8,4.15,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,106,4,98.404,3899.0,36.8,85.5,-48.7,590.4,4.35,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,107,4,98.404,3899.0,37.7,85.5,-47.8,588.8,4.52,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,108,4,98.404,3899.0,38.6,85.4,-46.8,587.1,4.74,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,109,4,98.404,3899.0,39.6,85.4,-45.8,591.6,4.92,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,110,4,98.404,3899.0,40.6,85.3,-44.7,591.5,5.08,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,111,4,98.404,3899.0,41.6,85.4,-43.8,591.0,5.31,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,112,4,98.404,3899.0,42.6,85.5,-42.9,591.1,5.55,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,113,4,98.404,3899.0,43.7,85.5,-41.8,592.0,5.73,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,114,4,98.404,3899.0,44.6,85.4,-40.8,591.6,5.93,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,115,4,98.404,3899.0,45.6,85.2,-39.6,589.8,6.13,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,116,4,98.404,3899.0,46.7,85.2,-38.5,590.9,6.3,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,117,4,98.404,3899.0,47.8,85.2,-37.4,589.2,6.51,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,118,4,98.404,3899.0,48.8,85.4,-36.6,590.0,6.73,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,119,4,98.404,3899.0,49.8,85.3,-35.5,591.3,6.91,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,120,4,98.404,3899.0,50.9,85.4,-34.5,594.4,7.13,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,121,4,98.404,3899.0,51.8,85.4,-33.6,595.4,7.39,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,122,4,98.404,3899.0,52.9,85.3,-32.4,594.5,7.62,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,123,4,98.404,3899.0,53.9,85.4,-31.5,591.1,7.8,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,124,4,98.404,3899.0,55.1,85.4,-30.3,594.2,8.01,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,125,4,98.404,3899.0,56.0,85.4,-29.4,593.2,8.22,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,126,4,98.404,3899.0,57.0,85.3,-28.3,590.3,8.46,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,127,4,98.404,3899.0,58.0,85.3,-27.3,592.0,8.66,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,128,4,98.404,3899.0,58.9,85.1,-26.2,591.5,8.84,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,129,4,98.404,3899.0,60.0,85.2,-25.2,589.7,9.02,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,130,4,98.404,3899.0,61.1,85.2,-24.1,590.0,9.23,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,131,4,98.404,3899.0,62.1,85.2,-23.1,591.4,9.45,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,132,4,98.404,3899.0,63.1,85.3,-22.2,594.2,9.64,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,133,4,98.404,3899.0,64.1,85.2,-21.1,593.9,9.84,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,134,4,98.404,3899.0,65.1,85.2,-20.1,594.6,10.06,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
87,135,5,98.404,3899.0,67.8,20.1,47.7,594.8,10.04,3.199,50.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
