batch_id,time_step_min,current_step_id,raw_material_purity_coa,vessel_weight_kg,T_reactor,T_jacket,delta_T,agitator_torque,headspace_pressure,H2_flow_rate,cooling_water_flow,shift_note,anomaly_flag
107,0,1,97.785,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,14,1,97.785,0.0,24.9,25.0,-0.1,0.0,1.0,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,15,2,97.785,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,16,2,97.785,88.6,24.9,25.1,-0.2,0.0,0.85,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,17,2,97.785,177.2,24.9,25.0,-0.1,0.0,0.85,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,18,2,97.785,265.8,24.7,25.1,-0.4,0.0,0.85,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,19,2,97.785,354.5,24.6,25.1,-0.5,0.0,0.89,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,20,2,97.785,443.1,24.7,25.0,-0.3,0.0,0.93,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,21,2,97.785,531.7,24.7,25.1,-0.4,0.0,0.96,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,22,2,97.785,620.3,24.7,25.2,-0.5,0.0,0.94,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,23,2,97.785,708.9,24.7,25.2,-0.5,0.0,0.97,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,24,2,97.785,797.5,24.8,25.2,-0.4,0.0,0.95,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,25,2,97.785,886.1,24.9,25.1,-0.2,151.8,0.95,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,26,2,97.785,974.8,24.8,25.1,-0.3,147.7,0.93,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,27,2,97.785,1063.4,25.0,25.1,-0.1,150.3,0.97,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,28,2,97.785,1152.0,24.9,25.2,-0.3,150.7,0.96,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,29,2,97.785,1240.6,24.9,25.2,-0.3,147.7,0.93,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,30,2,97.785,1329.2,24.9,25.2,-0.3,148.2,0.95,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,31,2,97.785,1417.8,25.0,25.1,-0.1,147.6,0.94,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,32,2,97.785,1506.4,25.1,25.0,0.1,147.7,0.93,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,33,2,97.785,1595.0,25.0,25.0,0.0,147.4,0.94,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,34,2,97.785,1683.7,25.0,25.1,-0.1,148.3,0.93,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,35,2,97.785,1772.3,25.1,25.2,-0.1,149.6,0.92,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,36,2,97.785,1860.9,25.1,25.0,0.1,148.2,0.91,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,37,2,97.785,1949.5,25.1,25.0,0.1,149.1,0.9,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,38,2,97.785,2038.1,25.2,25.1,0.1,150.1,0.92,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,39,2,97.785,2126.7,25.3,25.1,0.2,150.2,0.94,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,40,2,97.785,2215.3,25.2,25.1,0.1,147.8,1.0,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,41,2,97.785,2304.0,25.2,24.9,0.3,145.4,1.04,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,42,2,97.785,2392.6,25.2,25.1,0.1,144.0,1.03,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,43,2,97.785,2481.2,25.1,24.9,0.2,143.0,1.03,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,44,2,97.785,2569.8,25.1,25.0,0.1,143.7,1.01,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,45,2,97.785,2658.4,25.1,24.9,0.2,144.8,1.02,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,46,2,97.785,2747.0,25.1,24.9,0.2,144.6,1.02,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,47,2,97.785,2835.6,25.2,25.0,0.2,145.0,1.01,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,48,2,97.785,2924.2,25.1,25.0,0.1,145.4,1.03,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,49,2,97.785,3012.9,25.1,25.1,0.0,145.4,1.03,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,50,2,97.785,3101.5,25.1,25.0,0.1,145.5,1.0,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,51,2,97.785,3190.1,25.1,25.1,0.0,146.0,0.98,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,52,2,97.785,3278.7,25.0,25.1,-0.1,147.0,0.97,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,53,2,97.785,3367.3,24.9,25.1,-0.2,148.2,0.98,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,54,2,97.785,3455.9,25.0,25.1,-0.1,150.0,0.96,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,55,2,97.785,3544.5,25.1,25.0,0.1,150.6,0.95,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,56,2,97.785,3633.2,25.0,25.0,0.0,151.3,1.0,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,57,2,97.785,3721.8,24.9,25.0,-0.1,150.4,1.02,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,58,2,97.785,3810.4,24.9,25.0,-0.1,149.2,1.02,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,59,2,97.785,3899.0,24.9,24.9,0.0,148.6,1.0,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,60,3,97.785,3899.0,24.9,25.0,-0.1,152.3,0.98,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,61,3,97.785,3899.0,25.0,25.0,0.0,151.6,1.29,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,62,3,97.785,3899.0,25.0,25.1,-0.1,153.1,1.53,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,63,3,97.785,3899.0,24.8,25.1,-0.3,151.5,1.74,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,64,3,97.785,3899.0,24.9,25.1,-0.2,152.0,2.01,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,65,3,97.785,3899.0,24.7,25.0,-0.3,152.7,2.31,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,66,3,97.785,3899.0,24.9,25.0,-0.1,153.7,2.61,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,67,3,97.785,3899.0,24.9,24.9,0.0,152.4,2.89,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,68,3,97.785,3899.0,24.8,24.9,-0.1,148.7,2.7,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,69,3,97.785,3899.0,24.9,25.0,-0.1,148.9,2.47,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,70,3,97.785,3899.0,25.0,24.8,0.2,149.8,2.19,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,71,3,97.785,3899.0,25.0,24.8,0.2,148.6,1.91,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,72,3,97.785,3899.0,25.1,24.8,0.3,149.7,1.64,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,73,3,97.785,3899.0,25.0,24.7,0.3,152.2,1.38,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,74,3,97.785,3899.0,25.0,24.6,0.4,154.7,1.11,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,75,3,97.785,3899.0,25.0,24.5,0.5,153.3,1.07,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,76,3,97.785,3899.0,24.9,24.7,0.2,149.6,1.34,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,77,3,97.785,3899.0,24.8,24.7,0.1,147.1,1.65,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,78,3,97.785,3899.0,24.9,24.6,0.3,148.5,1.92,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,79,3,97.785,3899.0,24.9,24.6,0.3,148.8,2.21,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,80,3,97.785,3899.0,24.9,24.6,0.3,145.6,2.53,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,81,3,97.785,3899.0,25.1,24.7,0.4,149.5,2.77,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,82,3,97.785,3899.0,25.2,24.7,0.5,149.2,2.94,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,83,3,97.785,3899.0,25.2,24.8,0.4,148.0,2.66,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,84,3,97.785,3899.0,25.2,24.7,0.5,146.5,2.41,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,85,3,97.785,3899.0,25.2,24.8,0.4,146.8,2.12,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,86,3,97.785,3899.0,25.2,24.8,0.4,146.2,1.86,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,87,3,97.785,3899.0,25.2,24.7,0.5,147.6,1.55,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,88,3,97.785,3899.0,25.1,24.6,0.5,148.0,1.26,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,89,3,97.785,3899.0,25.3,24.7,0.6,149.4,1.01,0.0,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,90,4,97.785,3899.0,25.2,84.6,-59.4,592.1,1.0,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,91,4,97.785,3899.0,25.2,84.6,-59.4,593.3,1.19,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,92,4,97.785,3899.0,25.6,84.7,-59.1,589.3,1.4,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,93,4,97.785,3899.0,26.0,84.6,-58.6,583.2,1.64,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,94,4,97.785,3899.0,26.6,84.5,-57.9,585.5,1.83,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,95,4,97.785,3899.0,27.2,84.5,-57.3,587.2,1.99,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,96,4,97.785,3899.0,28.0,84.5,-56.5,586.2,2.24,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,97,4,97.785,3899.0,28.7,84.5,-55.8,585.3,2.43,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,98,4,97.785,3899.0,29.5,84.5,-55.0,589.3,2.62,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,99,4,97.785,3899.0,30.3,84.6,-54.3,590.9,2.82,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,100,4,97.785,3899.0,31.1,84.7,-53.6,591.2,3.07,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,101,4,97.785,3899.0,32.0,84.7,-52.7,592.2,3.28,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,102,4,97.785,3899.0,32.9,84.7,-51.8,590.9,3.5,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,103,4,97.785,3899.0,33.8,84.8,-51.0,589.2,3.71,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,104,4,97.785,3899.0,34.6,84.6,-50.0,589.6,3.9,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,105,4,97.785,3899.0,35.6,84.5,-48.9,590.0,4.11,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,106,4,97.785,3899.0,36.6,84.6,-48.0,592.5,4.32,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,107,4,97.785,3899.0,37.6,84.6,-47.0,592.4,4.52,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,108,4,97.785,3899.0,38.6,84.5,-45.9,594.5,4.73,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,109,4,97.785,3899.0,39.7,84.5,-44.8,591.6,4.91,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,110,4,97.785,3899.0,40.7,84.7,-44.0,592.2,5.14,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,111,4,97.785,3899.0,41.8,84.9,-43.1,591.4,5.35,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,112,4,97.785,3899.0,42.8,84.8,-42.0,591.9,5.57,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,113,4,97.785,3899.0,43.8,84.8,-41.0,594.1,5.77,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,114,4,97.785,3899.0,44.9,84.7,-39.8,592.2,5.95,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,115,4,97.785,3899.0,45.9,84.8,-38.9,591.0,6.18,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,116,4,97.785,3899.0,46.8,84.7,-37.9,590.4,6.38,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,117,4,97.785,3899.0,47.8,84.7,-36.9,588.6,6.58,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,118,4,97.785,3899.0,48.8,84.7,-35.9,590.0,6.75,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,119,4,97.785,3899.0,49.8,84.8,-35.0,589.5,6.98,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,120,4,97.785,3899.0,50.9,84.8,-33.9,589.4,7.18,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,121,4,97.785,3899.0,52.0,84.7,-32.7,590.9,7.39,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,122,4,97.785,3899.0,53.1,84.7,-31.6,586.7,7.61,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,123,4,97.785,3899.0,54.1,84.6,-30.5,587.0,7.77,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,124,4,97.785,3899.0,55.0,84.7,-29.7,585.2,7.96,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,125,4,97.785,3899.0,56.0,84.7,-28.7,584.7,8.14,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,126,4,97.785,3899.0,56.9,84.6,-27.7,584.2,8.33,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,127,4,97.785,3899.0,58.0,84.8,-26.8,586.4,8.55,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,128,4,97.785,3899.0,59.0,84.7,-25.7,589.1,8.75,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,129,4,97.785,3899.0,60.0,84.7,-24.7,590.7,8.93,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,130,4,97.785,3899.0,61.1,84.7,-23.6,595.5,9.14,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,131,4,97.785,3899.0,62.2,84.7,-22.5,596.2,9.33,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,132,4,97.785,3899.0,63.3,84.7,-21.4,593.7,9.53,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,133,4,97.785,3899.0,64.5,84.7,-20.2,593.9,9.76,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,134,4,97.785,3899.0,65.6,84.6,-19.0,592.2,9.98,0.1,0.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
107,135,5,97.785,3899.0,68.4,18.4,50.0,594.0,10.02,2.09,50.0,Cascade: Step 5 cooling spike tripped auto feed pause (+5 min); T_rx drift +0.5°C.,COMPOUND_CASCADE
